release_version,profile_id,dataset_id,dataset_kind,samples,decode_count,truth_count,scored_truth_count,wall_seconds,cpu_user_seconds,cpu_system_seconds,cpu_seconds,avg_wall_seconds,avg_cpu_user_seconds,avg_cpu_system_seconds,avg_cpu_seconds,tp,fp,fn,precision,recall,f1
2.6.1,medium,kgoba-ft8-lib,scored,31,416,429,418,55.13466721237637,47.49719699999999,1.305421,48.802617999999995,1.778537652012141,1.53216764516129,0.042110354838709674,1.5742779999999998,391,0,27,1.0,0.9354066985645934,0.9666254635352287
2.6.1,quick,d9394-ft8-test-wave,unscored,11,35,0,0,7.452614875044674,6.001208,0.38756599999999997,6.388774,0.6775104431858794,0.5455643636363636,0.035233272727272724,0.5807976363636363,0,0,0,,,
2.6.1,quick,kgoba-ft8-lib,scored,31,360,429,418,30.929917415371165,25.532818000000006,1.1684929999999998,26.701311,0.997739271463586,0.8236392903225809,0.03769332258064515,0.8613326129032258,337,0,81,1.0,0.80622009569378,0.8927152317880795
2.7.0,deepest,d9394-ft8-test-wave,unscored,11,47,0,0,19.34079224895686,16.05645,0.43571999999999994,16.492169999999998,1.7582538408142598,1.4596772727272729,0.039610909090909086,1.4992881818181816,0,0,0,,,
2.7.0,deepest,kgoba-ft8-lib,scored,31,429,429,418,80.3964280008804,68.45813599999998,1.4082239999999997,69.86636,2.593433161318723,2.208326967741935,0.04542658064516128,2.2537535483870967,404,0,14,1.0,0.9665071770334929,0.9829683698296838
2.7.0,medium,d9394-ft8-test-wave,unscored,11,45,0,0,12.233873625984415,9.939478999999999,0.39742399999999994,10.336903,1.1121703296349468,0.9035889999999999,0.03612945454545454,0.9397184545454546,0,0,0,,,
2.7.0,medium,kgoba-ft8-lib,scored,31,415,429,418,54.965720580890775,46.755395,1.3175130000000002,48.072908,1.773087760673896,1.5082385483870968,0.04250041935483871,1.5507389677419354,390,0,28,1.0,0.9330143540669856,0.9653465346534654
2.7.0,quick,d9394-ft8-test-wave,unscored,11,35,0,0,7.36357187340036,6.022865,0.36945700000000004,6.392321999999998,0.6694156248545782,0.5475331818181819,0.033587000000000006,0.5811201818181817,0,0,0,,,
2.7.0,quick,kgoba-ft8-lib,scored,31,360,429,418,31.133844705298543,25.567861999999995,1.1981119999999998,26.765974,1.0043175711386627,0.8247697419354837,0.03864877419354838,0.8634185161290323,337,0,81,1.0,0.80622009569378,0.8927152317880795
3.0.0-rc1,deepest,d9394-ft8-test-wave,unscored,11,50,0,0,46.09346945723519,41.947511,0.65073,42.598241,4.190315405203199,3.8134100909090907,0.05915727272727273,3.872567363636364,0,0,0,,,
